PortName,Country,Latitude,Longitude,Min Temp,Max Temp,Annual Temp,Salinity,TempSource,SalinitySource,DataNotes
Kavaratti,IND,10.56667,72.63333,27.97,30.09,28.8,35.06,WOA,WOA,0
Kiltan,IND,11.48333,73,27.77,30.1,28.74,34.9,WOA,WOA,0
Kolkata,IND,22.58333,88.35,22.75,30.32,27.44,0,WOA,DistIn,0
Kollam,IND,8.86667,76.58333,26.41,29.94,28.16,34.3,WOA,WOA,0
Krishnapatnam,IND,14.3,80.08333,25.84,29.81,27.83,30.89,WOA,WOA,0
Kulpi,IND,22.1,88.21667,23.14,30.33,27.53,28.17,WOA,Close,0
Machilipatnam,IND,16.16667,81.2,26.31,30.14,28.13,30.05,WOA,WOA,0
Malpe,IND,13.35,74.7,27.11,30.16,28.46,34.55,WOA,WOA,0
Mandvi,IND,22.81667,69.35,22.35,29.7,26.21,36.16,WOA,WOA,0
Minicoy,IND,8.28333,73.06667,28.03,29.99,28.78,35.01,WOA,WOA,0
Mumbai,IND,18.9,72.81667,25.61,30.14,27.9,35.37,WOA,WOA,0
Mundra,IND,22.9,69.7,22.24,29.78,26.2,36.13,WOA,WOA,0
Nagapattinam,IND,10.76667,79.85,26.16,29.18,28.32,33.38,WOA,WOA,0
Navlakhi,IND,22.96667,70.45,22.68,30.07,26.56,36.17,WOA,WOA,0
Neendakara,IND,8.93333,76.55,26.41,29.94,28.16,34.3,WOA,WOA,0
Paradip,IND,20.26667,86.68333,25.02,30.05,28.02,28.67,WOA,WOA,0
Pondicherry,IND,11.93333,79.83333,26.1,29.81,28.22,32.92,WOA,WOA,0
Port.Blair,IND,11.66667,92.71667,27.89,29.48,28.33,32.56,WOA,WOA,0
Port.Canning,IND,22.25,88.63333,22.93,30.17,27.49,26.56,WOA,Close,0
Port.Okha,IND,22.46667,69.08333,23.08,29.67,26.44,36.1,WOA,WOA,0
Rozi.Is.,IND,22.53333,70.05,23.02,29.93,26.62,36.03,WOA,WOA,0
Salaya,IND,22.3,69.58333,23.03,29.78,26.53,36.07,WOA,WOA,0
Sandheads,IND,20.9,88.23333,24.55,29.81,27.77,28.46,WOA,WOA,0
Saugor.Is.,IND,21.65,88.05,23.94,30.08,27.64,27.51,WOA,WOA,0
Sikka,IND,22.56667,69.8,22.69,29.85,26.42,36.08,WOA,WOA,0
Tirukkadaiyur,IND,11.08333,79.83333,26.08,29.42,28.29,33.17,WOA,WOA,0
Ulubaria,IND,22.46667,88.11667,22.96,30.45,27.47,0,WOA,DistIn,0
Visakhapatnam,IND,17.7,83.3,26.05,29.83,28.26,30.54,WOA,WOA,0
Castletown,IOM,54.06667,-4.65,6.69,14.13,10.5,33.79,WOA,WOA,0
Douglas,IOM,54.15,-4.46667,6.44,14.37,10.49,33.68,WOA,WOA,0
Peel,IOM,54.23333,-4.7,6.67,14.01,10.42,33.79,WOA,WOA,0
Port.St..Mary,IOM,54.06667,-4.73333,6.69,14.13,10.5,33.79,WOA,WOA,0
Ramsey,IOM,54.31667,-4.38333,6.42,14.26,10.41,33.59,WOA,WOA,0
Diego.Garcia,IOT,-7.28333,72.41667,26.55,29.07,27.93,34.62,WOA,WOA,0
Arklow,IRL,52.8,-6.15,8.74,15.18,11.67,34.86,WOA,WOA,0
Baltimore.IRL,IRL,51.45,-9.4,9.39,15.9,12.18,35.11,WOA,WOA,0
Burtonport,IRL,55,-8.43333,8.62,14.51,11.25,35.2,WOA,WOA,0
Cahirciveen,IRL,51.96667,-10.33333,9.66,15.47,12.03,35.21,WOA,WOA,0
Dublin,IRL,53.35,-6.21667,7.58,13.92,10.78,34.28,WOA,WOA,0
Dun.Laoghaire,IRL,53.3,-6.13333,7.58,13.92,10.78,34.28,WOA,WOA,0
Kinsale,IRL,51.7,-8.5,9.12,16.09,12.15,21.95,WOA,Model,0
Moville,IRL,55.18333,-7.03333,8.04,14.26,10.98,34.74,WOA,WOA,0
Rosslare,IRL,52.25,-6.33333,8.51,15.1,11.65,34.86,WOA,WOA,0
Valentia,IRL,51.93333,-10.3,9.66,15.47,12.03,35.21,WOA,WOA,0
Wexford,IRL,52.33333,-6.41667,8.51,15.1,11.65,34.86,WOA,WOA,0
Wicklow,IRL,52.98333,-6.03333,7.51,13.83,10.75,34.86,WOA,WOA,0
Amirabad,IRN,36.85,53.31667,12.88,28.98,21.05,13.1,WOA,WOA,0
Bandar.Anzali,IRN,37.43333,49.48333,8.94,28.05,18.36,12.68,WOA,WOA,0
Bandar.Imam.Khomeini,IRN,30.41667,49.06667,16.06,29.7,23.76,38.69,WOA,WOA,0
Bandar.Mahshahr,IRN,30.46667,49.18333,16.06,29.7,23.76,38.69,WOA,WOA,0
Henjam,IRN,26.65,55.9,22.23,32.39,27.36,37.18,WOA,WOA,0
Imam.Hasan,IRN,29.8,50.18333,18.31,30.11,24.87,40.12,WOA,WOA,0
Kaveh,IRN,26.93333,56.01667,22.18,31.91,27,37.04,WOA,WOA,0
Kharg.Is.,IRN,29.23333,50.31667,18.61,30.68,25.11,39.8,WOA,WOA,0
Lavan.Is.,IRN,26.78333,53.33333,21.87,32.37,27.4,39.24,WOA,WOA,0
Ras.Maidani,IRN,25.4,59.1,23.03,31.07,27.53,36.7,WOA,WOA,0
Sirri.Is.,IRN,25.9,54.55,21.86,32.63,27.58,38.74,WOA,WOA,0
Akranes,ISL,64.31667,-22.08333,4.3,11.6,7.29,34.65,WOA,WOA,0
Bakkafjordur,ISL,66.05,-14.75,1.59,8.35,4.24,34.49,WOA,WOA,0
Bolungavik,ISL,66.16667,-23.23333,2.3,8.64,5.31,34.49,WOA,WOA,0
Breidhdalsvik,ISL,64.73333,-13.98333,2.82,6.53,4.18,34.73,WOA,WOA,0
Budir,ISL,64.93333,-13.8,2.82,6.53,4.18,34.53,WOA,WOA,0
Djupivogur,ISL,64.66667,-14.25,4.89,9.19,6.6,34.85,WOA,WOA,0
Flatey,ISL,65.36667,-22.91667,0.83,8.11,4.29,34.07,WOA,WOA,0
Hrisey,ISL,66.03333,-18.41667,2.2,8.61,5.08,34.41,WOA,WOA,0
Husavik,ISL,66.05,-17.36667,1.85,8.92,4.9,34.36,WOA,WOA,0
Isafjordur,ISL,66.08333,-23.1,2.3,8.64,5.31,34.49,WOA,WOA,0
Keflavik,ISL,64,-22.55,4.95,11.32,7.53,34.59,WOA,WOA,0
Neskaupstadur,ISL,65.15,-13.68333,2.11,8.23,4.59,34.3,WOA,WOA,0
Njardhvik,ISL,65.58333,-13.85,2.44,8.68,4.95,34.2,WOA,WOA,0
Nordurfjordur,ISL,66.03333,-21.56667,1.81,7.85,4.71,34.44,WOA,WOA,0
Olafsfjordur,ISL,66.08333,-18.63333,2.14,8.57,5.03,34.43,WOA,WOA,0
Reykjanes,ISL,63.8,-22.7,5.31,10.97,7.56,34.59,WOA,WOA,0
Sandgerdhi,ISL,64.05,-22.71667,4.95,11.32,7.53,34.71,WOA,WOA,0
Saudarkrokur,ISL,65.75,-19.6,2.02,8.28,4.9,34.38,WOA,WOA,0
Stodhvarfjordur,ISL,64.83333,-13.83333,2.82,6.53,4.18,34.53,WOA,WOA,0
Straumsvik,ISL,64.05,-22.05,4.72,11.52,7.39,34.7,WOA,WOA,0
Stykkisholmur,ISL,65.06667,-22.68333,0.42,7.7,3.87,33.9,WOA,WOA,0
Sudhureyri,ISL,66.13333,-23.53333,2.36,8.72,5.4,34.54,WOA,WOA,0
Vestmannaeyjar,ISL,63.43333,-20.26667,6.91,11.42,8.51,34.93,WOA,WOA,0
Ashdod,ISR,31.82583,34.65417,17.42,28.42,22.79,38.87,WOA,WOA,0
Gaza,ISR,31.5,34.45,17.47,28.4,22.8,38.91,WOA,WOA,0
Agropoli,ITA,40.33333,14.96667,14.04,24.99,19.17,37.73,WOA,WOA,0
Ancona,ITA,43.61722,13.51167,11.26,24.36,17.35,37.28,WOA,WOA,0
Anzio,ITA,41.45,12.63333,14.14,24.79,18.69,37.72,WOA,WOA,0
Avola,ITA,36.9,15.15,14.64,25.33,19.33,38.05,WOA,WOA,0
Barletta,ITA,41.31667,16.26667,13.04,24.21,17.83,38.25,WOA,WOA,0
Brindisi,ITA,40.65,17.98333,13.4,25.25,18.65,38.19,WOA,WOA,0
Capo.San.Vito,ITA,38.2,12.71667,14.16,25.8,19.26,37.66,WOA,WOA,0
Capraia.Is.,ITA,43.05,9.9,13.56,24.18,18.21,37.98,WOA,WOA,0
Capri,ITA,40.55,14.25,14,25.11,19.16,37.7,WOA,WOA,0
Carloforte,ITA,39.15,8.31667,13.95,24.78,18.72,37.6,WOA,WOA,0
Casamicciola.Terme,ITA,40.75,13.9,13.97,25.27,19.11,37.78,WOA,WOA,0
Castellammare.del.Golfo,ITA,38.03333,12.88333,14.17,25.86,19.3,37.69,WOA,WOA,0
Chioggia,ITA,45.21667,12.28333,7.43,24.62,15.9,34.6,WOA,WOA,0
Ciro.Marina,ITA,39.36667,17.13333,13.54,25.33,18.79,38.26,WOA,WOA,0
Crotone,ITA,39.08333,17.13333,13.65,25.3,18.84,38.29,WOA,WOA,0
Fano,ITA,43.85,13.01667,10.75,24.49,17.15,36.92,WOA,WOA,0
Favignana,ITA,37.93333,12.33333,14.62,25.39,19.23,37.41,WOA,WOA,0
Gaeta,ITA,41.21667,13.58333,13.89,25.05,18.85,37.64,WOA,WOA,0
Giardini,ITA,37.83333,15.28333,14.61,25.66,19.45,38.06,WOA,WOA,0
Giglio.Is.,ITA,42.36667,10.91667,13.9,24.37,18.34,37.92,WOA,WOA,0
Golfo.Aranci,ITA,41,9.61667,13.77,24.06,18.01,38.16,WOA,WOA,0
Imperia,ITA,43.88333,8.03333,13.26,23.09,17.48,38.15,WOA,WOA,0
Lampedusa.Is.,ITA,35.5,12.6,14.86,26.29,19.84,37.51,WOA,WOA,0
Linosa.Is.,ITA,35.86667,12.85,14.88,26.08,19.75,37.54,WOA,WOA,0
Lipari,ITA,38.46667,14.95,14.19,25.99,19.33,37.81,WOA,WOA,0
Marano,ITA,45.43333,12.35,7.21,24.47,15.83,34.53,WOA,WOA,0
Marsala,ITA,37.8,12.43333,14.62,25.39,19.23,37.41,WOA,WOA,0
Marzamemi,ITA,36.75,15.11667,14.64,25.33,19.33,37.9,WOA,WOA,0
Messina,ITA,38.2,15.56667,14.25,25.51,19.25,38.06,WOA,WOA,0
Olbia,ITA,40.91667,9.56667,13.54,24.28,18.03,38.16,WOA,WOA,0
Ortona,ITA,42.35,14.41667,12.12,24.61,17.53,37.64,WOA,WOA,0
Otranto,ITA,40.15,18.5,13.52,25.08,18.66,38.16,WOA,WOA,0
Panarea,ITA,38.63333,15.06667,14.32,25.92,19.39,37.89,WOA,WOA,0
Pantelleria,ITA,36.78333,12,14.63,25.42,19.21,37.41,WOA,WOA,0
Pellestrina,ITA,45.26667,12.3,7.21,24.47,15.83,34.6,WOA,WOA,0
Pescara,ITA,42.46667,14.23333,12.12,24.61,17.53,37.64,WOA,WOA,0
Pietra.Ligure,ITA,44.15,8.28333,13.24,22.81,17.46,38.13,WOA,WOA,0
Piombino,ITA,42.93333,10.55,13.97,24.88,18.65,37.81,WOA,WOA,Verficiation: European Marine Observation and Data Network  (http://www.emodnet-physics.eu/Map/platinfo/piroosplot.aspx?platformid=29730&60days=false)
Ponza,ITA,40.9,12.96667,14.06,25.27,18.92,37.86,WOA,WOA,0
Porticello,ITA,38.08333,13.53333,14.23,26.06,19.38,37.72,WOA,WOA,0
Porto.Azzurro,ITA,42.76667,10.4,13.86,24.66,18.52,37.93,WOA,WOA,0
Porto.Cervo,ITA,41.13333,9.55,13.77,24.06,18.01,38.15,WOA,WOA,0
Porto.d'Ischia,ITA,40.73333,13.95,13.97,25.27,19.11,37.78,WOA,WOA,0
Porto.Garibaldi,ITA,44.68333,12.23333,7.84,24.89,16.07,34.73,WOA,WOA,0
Porto.Levante,ITA,45.06667,12.36667,7.43,24.62,15.9,34.6,WOA,WOA,0
Porto.Santo.Stefano,ITA,42.45,11.11667,13.72,24.14,18.15,38.01,WOA,WOA,0
Porto.Torres,ITA,40.83333,8.4,13.62,24.44,18.4,37.64,WOA,WOA,0
Porto.Vesme,ITA,39.2,8.4,13.95,24.78,18.72,37.6,WOA,WOA,0
Porto.Xifonio,ITA,37.23333,15.23333,14.58,25.45,19.38,38.08,WOA,WOA,0
Portoferraio,ITA,42.81667,10.33333,13.86,24.66,18.52,37.88,WOA,WOA,0
Portoscuso,ITA,39.21667,8.36667,13.95,24.78,18.72,37.6,WOA,WOA,0
Positano,ITA,40.61667,14.46667,14,25.11,19.16,37.7,WOA,WOA,0
Pozzallo,ITA,36.71667,14.85,14.77,25.41,19.45,37.72,WOA,WOA,0
Ravenna,ITA,44.41667,12.45,8.02,25,16.16,34.8,WOA,WOA,Verification: European Marine Observation and Data Network (http://www.emodnet-physics.eu/Map/platinfo/piroosplot.aspx?platformid=8773&60days=true)
Reggio.di.Calabria,ITA,38.11667,15.65,14.25,25.51,19.25,38.06,WOA,WOA,0
Rimini,ITA,44.06667,12.58333,8.53,24.99,16.38,35.2,WOA,WOA,0
Rinella,ITA,38.55,14.83333,14.27,26.01,19.4,37.85,WOA,WOA,0
Rio.Marina,ITA,42.81667,10.43333,13.86,24.66,18.52,37.88,WOA,WOA,0
Salina,ITA,38.56667,14.86667,14.27,26.01,19.4,37.85,WOA,WOA,0
Sant'.Antioco,ITA,39.03333,8.43333,13.95,24.78,18.72,37.6,WOA,WOA,0
Santa.Liberata,ITA,42.41667,11.15,13.72,24.14,18.15,38.01,WOA,WOA,0
Santa.Panagia,ITA,37.11667,15.26667,14.59,25.4,19.36,38.08,WOA,WOA,0
Siracusa,ITA,37.05,15.3,14.59,25.4,19.36,38.08,WOA,WOA,0
Sorrento,ITA,40.63333,14.38333,14,25.11,19.16,37.7,WOA,WOA,0
Stromboli,ITA,38.8,15.25,14.3,25.85,19.37,37.87,WOA,WOA,0
Taormina,ITA,37.85,15.3,14.61,25.66,19.45,38.06,WOA,WOA,0
Taranto,ITA,40.45,17.2,13.3,25.13,18.64,38.22,WOA,WOA,0
Termini.Imerese,ITA,37.98333,13.7,14.23,26.06,19.38,37.72,WOA,WOA,0
Termoli,ITA,42,15,12.3,24.39,17.65,37.91,WOA,WOA,0
Trani,ITA,41.28333,16.41667,13.04,24.21,17.83,38.25,WOA,WOA,0
Trapani,ITA,38.03333,12.51667,14.16,25.8,19.26,37.66,WOA,WOA,0
Tremiti.Is.,ITA,42.11667,15.5,12.62,24.32,17.78,38.06,WOA,WOA,0
Ustica,ITA,38.7,13.18333,14.15,26.21,19.46,37.76,WOA,WOA,0
Vallone,ITA,42.7,10.4,13.84,24.48,18.4,37.93,WOA,WOA,0
Venice,ITA,45.43333,12.33333,7.21,24.47,15.83,34.53,WOA,WOA,0
Villa.San.Giovanni,ITA,38.21667,15.63333,14.25,25.51,19.25,38.06,WOA,WOA,0
Vulcano,ITA,38.41667,14.96667,14.19,25.99,19.33,37.81,WOA,WOA,0
Falmouth.JAM,JAM,18.48333,-77.65,26.68,29.48,28.08,35.86,WOA,WOA,0
Oracabessa,JAM,18.41667,-76.98333,26.39,29.38,27.9,35.71,WOA,WOA,0
Port.Antonio,JAM,18.18333,-76.45,26.35,29.23,27.85,35.62,WOA,WOA,0
Savanna.la.Mar,JAM,18.2,-78.13333,26.4,29.45,28.01,36.07,WOA,WOA,0
Abashiri,JPN,44.01667,144.28333,-1.12,16.23,6.76,32.47,WOA,WOA,0
Arida,JPN,34.08333,135.11667,11.56,25.79,18.63,32.94,WOA,WOA,0
Atsumi,JPN,34.66667,137.06667,13.25,26.33,19.45,33.28,WOA,WOA,0
Ebisu,JPN,38.08333,139.43333,9.4,26.02,16.8,33.37,WOA,WOA,0
Esaki,JPN,34.65,131.65,9.45,25.68,17.38,32.79,WOA,WOA,0
Fukushima,JPN,41.46667,140.26667,8.18,23.6,15.15,33.67,WOA,WOA,0
Fushiki,JPN,36.78333,137.05,9.6,25.63,17.15,33.28,WOA,WOA,0
Fushiki-Toyama,JPN,36.76667,137.08333,9.6,25.63,17.15,33.28,WOA,WOA,0
Futajima,JPN,33.88333,130.73333,13.73,27.34,20.33,13.5,WOA,Model,0
Futtsu,JPN,35.3,139.81667,14.38,24.74,19.31,33.99,WOA,WOA,0
Gotsu,JPN,35,132.21667,12.44,26.51,18.81,33.86,WOA,WOA,0
Hachinohe,JPN,40.53333,141.53333,5.4,21.29,13.3,33.73,WOA,WOA,0
Hashihama,JPN,34.1,132.96667,10.71,25.61,18.18,32.77,WOA,WOA,0
Heianza,JPN,26.35,127.95,21.67,28.98,25.16,34.64,WOA,WOA,0
Hikari,JPN,33.95,131.93333,8.14,24.35,16.09,32.62,WOA,WOA,0
Himekawa,JPN,37.03333,137.85,9.66,25.81,17.19,33.36,WOA,WOA,0
Hinase,JPN,34.71667,134.25,8.15,26.2,17.11,31.74,WOA,WOA,0
Hirara,JPN,25.8,125.28333,22.23,29.03,25.63,34.53,WOA,WOA,0
Hirono,JPN,37.23333,141.01667,6.8,21.68,14.02,33.63,WOA,WOA,0
Hitakatsu,JPN,34.68333,129.45,13.14,26,18.66,33.79,WOA,WOA,0
Honura,JPN,34.45,134,9.43,26.26,17.8,32.14,WOA,WOA,0
Ieshima,JPN,34.66667,134.5,8.76,26.22,17.43,31.85,WOA,WOA,0
Ikata,JPN,33.48333,132.35,13.44,25.82,19.63,33.95,WOA,WOA,0
Imabari,JPN,34.06667,133.01667,10.55,25.85,18.17,32.69,WOA,WOA,0
Ise,JPN,34.48333,136.68333,12.72,26.4,19.2,10.57,WOA,Model,0
Ishigaki,JPN,24.33333,124.16667,23.01,29.12,26.15,34.53,WOA,WOA,0
Ishikari,JPN,43.25,141.35,4.99,20.76,11.8,33.53,WOA,WOA,0
Ishikawa,JPN,26.41667,127.85,21.67,28.98,25.16,34.64,WOA,WOA,0
Iwakuni,JPN,34.16667,132.25,11.59,25.71,18.77,32.96,WOA,WOA,0
Iwojima,JPN,24.8,141.3,21.72,28.74,25.75,34.85,WOA,WOA,0
Izuhara,JPN,34.18333,129.3,13.63,26.41,19.21,33.84,WOA,WOA,0
Kainan,JPN,34.15,135.18333,11.56,25.79,18.63,32.94,WOA,WOA,0
Kamigoto,JPN,32.98333,129.06667,14.76,27.18,20.3,34.02,WOA,WOA,0
Kanda,JPN,33.8,131,10.75,26.08,18.15,33.1,WOA,WOA,0
Kanokawa,JPN,34.16667,132.43333,11.59,25.71,18.77,32.96,WOA,WOA,0
Kasado,JPN,33.95,131.78333,8.14,24.35,16.09,32.62,WOA,WOA,0
Kawanoe,JPN,34.01667,133.53333,10.72,26.3,18.46,32.6,WOA,WOA,0
Kawanoishi,JPN,33.48333,132.38333,13.44,25.82,19.63,33.95,WOA,WOA,0
Kawauchi,JPN,41.16667,141,4.73,21.13,12.53,33.49,WOA,WOA,0
Kiire,JPN,31.38333,130.55,17.19,27.66,22.08,34.09,WOA,WOA,0
Kikuma,JPN,34.03333,132.83333,10.71,25.61,18.18,32.77,WOA,WOA,0
Kinoe,JPN,34.21667,132.9,10.71,25.61,18.18,32.77,WOA,WOA,0
Kinoura,JPN,34.2,133.13333,10.55,25.85,18.17,32.69,WOA,WOA,0
Kisarazu,JPN,35.36667,139.88333,14.38,24.74,19.31,25.35,WOA,Model,0
Kitakyushu,JPN,33.86667,130.81667,13.73,27.34,20.33,13.45,WOA,Model,0
Kokura,JPN,33.9,130.9,13.73,27.34,20.33,33.57,WOA,WOA,0
Komatsushima,JPN,34,134.6,12.18,26.45,19.3,32.8,WOA,WOA,0
Kuchinotsu,JPN,32.6,130.2,15.32,27.05,20.75,33.97,WOA,WOA,0
Kuji,JPN,40.16667,141.78333,4.75,20.84,12.82,33.67,WOA,WOA,0
Kushimoto,JPN,33.46667,135.78333,17.74,27.81,22.36,34.3,WOA,WOA,0
Maizuru,JPN,35.48333,135.36667,10.55,26.4,17.91,20.37,WOA,Model,0
Makiyama,JPN,33.88333,130.81667,13.73,27.34,20.33,13.99,WOA,Model,0
Matsue,JPN,35.48333,133.06667,11.64,26.06,18.26,19.6,WOA,Model,0
Matsushima,JPN,32.93333,129.6,14.87,27.04,20.42,34.1,WOA,WOA,0
Matsuyama,JPN,33.85,132.7,12.19,25.67,18.93,33.16,WOA,WOA,0
Matsuzaka,JPN,34.56667,136.53333,12.72,26.4,19.2,11.19,WOA,Model,0
Misaki,JPN,33.38333,132.13333,14.48,26.02,20.21,33.66,WOA,WOA,0
Mishima-Kawanoe,JPN,34.01667,133.56667,10.72,26.3,18.46,32.6,WOA,WOA,0
Misumi,JPN,32.6,130.46667,15.39,26.98,20.82,12.76,WOA,Model,0
Miura,JPN,35.13333,139.61667,14.89,25.07,19.72,34.08,WOA,WOA,0
Miyanoura,JPN,30.43333,130.58333,19.35,28.44,23.61,34.37,WOA,WOA,0
Moji,JPN,33.95,130.96667,13.73,27.34,20.33,33.57,WOA,WOA,0
Monbetsu,JPN,44.35,143.36667,-0.89,16.3,6.71,32.57,WOA,WOA,0
Mutsu.Ogawara,JPN,40.95,141.41667,5.77,21.61,13.52,33.76,WOA,WOA,0
Mutsure,JPN,33.96667,130.86667,13.73,27.34,20.33,33.57,WOA,WOA,0
Nagasaki,JPN,32.71667,129.83333,14.81,26.97,20.37,34,WOA,WOA,0
Nagashima,JPN,34.18333,136.35,14.47,26.62,20.18,33.56,WOA,WOA,0
Nagasu,JPN,33.58333,131.36667,9.25,25.06,16.92,32.84,WOA,WOA,0
Naha,JPN,26.21667,127.66667,21.8,29.03,25.27,34.64,WOA,WOA,0
Nakaminato,JPN,36.35,140.63333,12.51,24,17.89,34,WOA,WOA,0
Namikata,JPN,34.11667,132.96667,10.71,25.61,18.18,32.77,WOA,WOA,0
Nanao,JPN,37.1,137.03333,9.74,25.55,17.15,33.4,WOA,WOA,0
Nandan,JPN,34.23333,134.7,10.35,26.27,18.28,32.8,WOA,WOA,0
Naoshima,JPN,34.45,134,9.43,26.26,17.8,32.14,WOA,WOA,0
Naruto,JPN,34.18333,134.61667,12.18,26.45,19.3,32.8,WOA,WOA,0
Naze,JPN,28.38333,129.5,20.9,28.87,24.57,34.63,WOA,WOA,0
Nemuro,JPN,43.33333,145.58333,-0.21,15.39,6.99,32.84,WOA,WOA,0
Niigata-Higashi,JPN,38,139.23333,9.4,26.02,16.8,33.47,WOA,WOA,0
Niihama,JPN,33.98333,133.28333,10.58,26.11,18.29,32.63,WOA,WOA,0
Ofunato,JPN,38.98333,141.75,5.94,21.69,13.76,33.75,WOA,WOA,0
Ogaki,JPN,34.16667,132.45,11.59,25.71,18.77,32.96,WOA,WOA,0
Oigawa,JPN,34.78333,138.3,14.52,26.04,19.94,34.03,WOA,WOA,0
Okuma,JPN,37.38333,140.98333,6.8,21.68,14.02,33.62,WOA,WOA,0
Omaezaki,JPN,34.6,138.23333,14.92,26.25,20.25,34.15,WOA,WOA,0
Onahama,JPN,36.93333,140.91667,13.26,24.62,18.51,34.08,WOA,WOA,0
Onishi,JPN,34.05,132.91667,10.71,25.61,18.18,32.77,WOA,WOA,0
Oppama,JPN,35.56667,135.25,10.55,26.4,17.91,33.6,WOA,WOA,0
Oseto,JPN,32.93333,129.65,14.87,27.04,20.42,34.1,WOA,WOA,0
Reihoku,JPN,32.5,130.03333,15.32,27.05,20.75,33.97,WOA,WOA,0
Saga,JPN,34.06667,133.08333,10.55,25.85,18.17,32.69,WOA,WOA,0
Saganoseki,JPN,33.25,131.86667,9.32,24.14,16.42,33.17,WOA,WOA,0
Sakaiminato,JPN,35.53333,133.25,11.36,25.98,18.1,33.83,WOA,WOA,0
Seki.Saki,JPN,33.26667,131.9,9.32,24.14,16.42,33.17,WOA,WOA,0
Shimoda,JPN,34.66667,138.95,15.29,26.12,20.41,34.22,WOA,WOA,0
Shimonoseki,JPN,33.93333,130.93333,13.73,27.34,20.33,33.57,WOA,WOA,0
Shimotsu,JPN,34.11667,135.13333,11.56,25.79,18.63,32.94,WOA,WOA,0
Shingu,JPN,33.7,136,15.89,26.99,21.07,34.05,WOA,WOA,0
Shiriya,JPN,41.4,141.46667,3.28,20.18,11.51,33.36,WOA,WOA,0
Shodoshima,JPN,34.5,134.25,8.15,26.2,17.11,32.21,WOA,WOA,0
Sumoto,JPN,34.33333,134.88333,10.64,26.14,18.36,32.43,WOA,WOA,0
Tahara,JPN,34.66667,137.3,13.56,26.28,19.6,12.95,WOA,Model,0
Taisha,JPN,35.43333,132.66667,12.31,26.42,18.75,33.81,WOA,WOA,0
Takahama,JPN,35.5,135.53333,10.51,26.43,17.92,33.57,WOA,WOA,0
Takamatsu,JPN,34.35,134.05,9.43,26.26,17.8,32.14,WOA,WOA,0
Takuma,JPN,34.25,133.7,8.93,26.08,17.49,32.6,WOA,WOA,0
Tamagawa,JPN,40.08333,141.83333,4.75,20.84,12.82,33.67,WOA,WOA,0
Tanoura,JPN,33.96667,130.98333,10.75,26.08,18.15,33.1,WOA,WOA,0
Tarami,JPN,32.81667,129.96667,14.59,26.82,20.13,10.28,WOA,Model,0
Toba,JPN,34.48333,136.85,12.98,26.38,19.32,33.43,WOA,WOA,0
Tobata,JPN,33.91667,130.85,13.73,27.34,20.33,17.39,WOA,Model,0
Tokachi,JPN,42.3,143.33333,-0.29,16.98,8.12,32.89,WOA,WOA,0
Tokai,JPN,36.45,140.58333,12.51,24,17.89,34,WOA,WOA,0
Tokushima,JPN,34.05,134.6,12.18,26.45,19.3,32.8,WOA,WOA,0
Tomioka,JPN,37.33333,141,6.8,21.68,14.02,33.62,WOA,WOA,0
Tottori,JPN,35.5,134.21667,11.11,26.12,18.05,15.18,WOA,Model,0
Toyama,JPN,36.75,137.23333,9.57,25.72,17.17,33.28,WOA,WOA,0
Toyama.Shinko,JPN,36.8,137.08333,9.6,25.63,17.15,33.28,WOA,WOA,0
Toyohashi,JPN,34.71667,137.31667,13.56,26.28,19.6,33.52,WOA,WOA,0
Tsu,JPN,34.68333,136.55,12.72,26.4,19.2,32.85,WOA,WOA,0
Tsukumi,JPN,33.08333,131.86667,10.14,24.21,16.76,33.17,WOA,WOA,0
Tsuna,JPN,34.41667,134.9,10.64,26.14,18.36,32.43,WOA,WOA,0
Tsutsu,JPN,34.11667,129.18333,13.66,26.39,19.15,33.8,WOA,WOA,0
Ube,JPN,33.93333,131.2,10.75,26.08,18.15,33.1,WOA,WOA,0
Uchinomi,JPN,34.46667,134.31667,9.86,26.3,18.03,32.21,WOA,WOA,0
Uchiura,JPN,35.53333,135.5,10.51,26.43,17.92,33.57,WOA,WOA,0
Udono,JPN,33.73333,136.01667,15.13,26.74,20.59,34.05,WOA,WOA,0
Uraga,JPN,35.23333,139.73333,14.38,24.74,19.31,34.08,WOA,WOA,0
Usami,JPN,35,139.1,14.57,24.98,19.55,34.16,WOA,WOA,0
Usuki,JPN,33.13333,131.81667,10.14,24.21,16.76,33.17,WOA,WOA,0
Wakamatsu,JPN,33.91667,130.81667,13.73,27.34,20.33,20.37,WOA,Model,0
Wakayama,JPN,34.2,135.13333,11.56,25.79,18.63,32.94,WOA,WOA,0
Wakkanai,JPN,45.41667,141.7,2.55,19.54,10.26,33.78,WOA,WOA,0
Wanishi,JPN,42.33333,141,2.47,20.32,10.83,33.17,WOA,WOA,0
Yaizu,JPN,34.86667,138.33333,14.52,26.04,19.94,34.03,WOA,WOA,0
Yawata,JPN,33.86667,130.8,13.73,27.34,20.33,13.45,WOA,Model,0
Yokkaichi,JPN,34.95,136.65,11.69,26.34,18.66,32.36,WOA,WOA,0
Yoshiumi,JPN,34.13333,133.03333,10.55,25.85,18.17,32.69,WOA,WOA,0
Yutaka,JPN,34.16667,132.83333,10.71,25.61,18.18,32.77,WOA,WOA,0
Kilifi,KEN,-3.65,39.86667,25.26,29.01,27.16,35.14,WOA,WOA,0
